ID,x,y,z,nx,ny,nz,s
193,0.149810744,-0.454578398,-0.114556857,0.425138,-0.741248,-0.519432,0.000847701
194,-0.217320649,-0.452397078,-0.015782742,-0.612978,-0.777179,-0.142306,0.000953559
195,0.217320649,-0.452397078,0.015782742,0.612978,-0.777179,0.142306,0.000953559
196,-0.118368793,-0.452217565,-0.138435284,-0.34127,-0.707082,-0.61933,0.000901939
197,0.118368793,-0.452217565,0.138435284,0.34127,-0.707082,0.61933,0.000901939
198,-0.081495864,-0.452216384,0.155702788,-0.231626,-0.711551,0.663359,0.000480944
199,0.081495864,-0.452216384,-0.155702788,0.231626,-0.711551,-0.663359,0.000480944
200,-0.039017638,-0.451095608,0.168026596,-0.127255,-0.704794,0.697905,0.000592107
201,0.039017638,-0.451095608,-0.168026596,0.127255,-0.704794,-0.697905,0.000592107
202,-0.13565165,-0.450286618,0.130939432,-0.381816,-0.715281,0.585311,0.000526526
203,0.13565165,-0.450286618,-0.130939432,0.381816,-0.715281,-0.585311,0.000526526
204,-0.011923211,-0.449243789,-0.172771883,-0.0525838,-0.700946,-0.711274,0.000722774
205,0.011923211,-0.449243789,0.172771883,0.0525838,-0.700946,0.711274,0.000722774
206,-0.21557394,-0.448407636,0.043505111,-0.592708,-0.756407,0.276667,0.000659179
207,0.21557394,-0.448407636,-0.043505111,0.592708,-0.756407,-0.276667,0.000659179
208,-0.069956244,-0.448040343,0.163897796,-0.211174,-0.701699,0.680459,0.000479544
209,0.069956244,-0.448040343,-0.163897796,0.211174,-0.701699,-0.680459,0.000479544
210,-0.189180794,-0.447397875,0.087319291,-0.51874,-0.746325,0.417024,0.000865934
211,0.189180794,-0.447397875,-0.087319291,0.51874,-0.746325,-0.417024,0.000865934
212,-0.009769893,-0.446854612,0.175416157,-0.0430658,-0.701266,0.711598,0.00059197
213,0.009769893,-0.446854612,-0.175416157,0.0430658,-0.701266,-0.711598,0.00059197
214,-0.059110584,-0.445289778,-0.169387116,-0.165742,-0.703048,-0.691559,0.000759348
215,0.059110584,-0.445289778,0.169387116,0.165742,-0.703048,0.691559,0.000759348
216,-0.226358896,-0.445244899,0.021976297,-0.614183,-0.782489,0.102421,0.000663773
217,0.226358896,-0.445244899,-0.021976297,0.614183,-0.782489,-0.102421,0.000663773
218,-0.201720727,-0.443818243,-0.076910958,-0.537116,-0.759114,-0.367766,0.001057239
219,0.201720727,-0.443818243,0.076910958,0.537116,-0.759114,0.367766,0.001057239
220,-0.112643743,-0.443761554,0.151702717,-0.308551,-0.706693,0.636695,0.000474427
221,0.112643743,-0.443761554,-0.151702717,0.308551,-0.706693,-0.636695,0.000474427
222,-0.173786368,-0.443750925,0.109247049,-0.463635,-0.719849,0.516585,0.000865214
223,0.173786368,-0.443750925,-0.109247049,0.463635,-0.719849,-0.516585,0.000865214
224,-0.081957165,-0.442436465,-0.16557955,-0.238266,-0.693869,-0.679541,0.000738814
225,0.081957165,-0.442436465,0.16557955,0.238266,-0.693869,0.679541,0.000738814
226,-0.166545613,-0.441631018,-0.118202271,-0.442232,-0.73401,-0.515422,0.001018312
227,0.166545613,-0.441631018,0.118202271,0.442232,-0.73401,0.515422,0.001018312
228,-0.101427247,-0.440359073,0.160540193,-0.285788,-0.697023,0.657636,0.000480283
229,0.101427247,-0.440359073,-0.160540193,0.285788,-0.697023,-0.657636,0.000480283
230,-0.231064028,-0.438749361,-0.031092254,-0.613131,-0.777037,-0.142418,0.001030575
231,0.231064028,-0.438749361,0.031092254,0.613131,-0.777037,0.142418,0.001030575
232,-0.145479991,-0.435704724,0.142157818,-0.383148,-0.707502,0.593834,0.000527584
233,0.145479991,-0.435704724,-0.142157818,0.383148,-0.707502,-0.593834,0.000527584
234,-0.225806185,-0.43531263,0.056954065,-0.596704,-0.750663,0.283636,0.000885039
235,0.225806185,-0.43531263,-0.056954065,0.596704,-0.750663,-0.283636,0.000885039
236,-0.190842471,-0.434794168,-0.105295636,-0.500789,-0.708255,-0.497579,0.001043136
237,0.190842471,-0.434794168,0.105295636,0.500789,-0.708255,0.497579,0.001043136
238,-0.12958836,-0.434490649,-0.152496354,-0.341148,-0.707235,-0.619223,0.00095418
239,0.12958836,-0.434490649,0.152496354,0.341148,-0.707235,0.619223,0.00095418
240,-0.212617879,-0.434334756,0.080515982,-0.544184,-0.730012,0.413456,0.0009177
241,0.212617879,-0.434334756,-0.080515982,0.544184,-0.730012,-0.413456,0.0009177
242,-0.22407601,-0.434302869,-0.061669708,-0.585982,-0.731457,-0.348706,0.00105223
243,0.22407601,-0.434302869,0.061669708,0.585982,-0.731457,0.348706,0.00105223
244,-0.023776861,-0.433942662,-0.186620371,-0.0624341,-0.687062,-0.723911,0.000721288
245,0.023776861,-0.433942662,0.186620371,0.0624341,-0.687062,0.723911,0.000721288
